58463 2015   01   061213000E305300N   46   56  105  10531-------1111-1-111-1111111111-------V1.00---------------------------------------------------------------------------------------------------------------------------------------------------------------
2019 276  13 266  13 276  15------------00000000--------00000000 149----------------  49  83  4310130---- 125---- 118 115 111 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2020 276  13 267  13 276  18------------00000000--------00000000 149----------------  49  83  4310130---- 124---- 118 115 111 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2021 274  15 269  13 273  18------------00000000--------00000000 149----------------  49  83  4310130---- 124---- 118 115 111 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2022 272  15 269  13 270  18------------00000000--------00000000 148----------------  49  82  4210131---- 124---- 118 115 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2023 270  17 271  14 271  21------------00000000--------00000000 148----------------  49  82  4210131---- 124---- 118 115 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2024 270  18 271  14 269  20------------00000000--------00000000 148----------------  49  82  4210131---- 124---- 118 115 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2025 270  17 272  15 271  20------------00000000--------00000000 148----------------  49  82  4210131---- 124---- 118 115 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2026 272  18 272  16 272  23------------00000000--------00000000 147----------------  50  84  4410132---- 124---- 118 115 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2027 272  19 272  16 271  24------------00000000--------00000000 147----------------  50  84  4410132---- 124---- 118 115 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2028 274  18 273  16 277  20------------00000000--------00000000 147----------------  50  84  4410132---- 124---- 118 115 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2029 274  16 272  17 272  20------------00000000--------00000000 147----------------  50  84  4410132---- 124---- 118 115 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2030 272  16 272  17 272  18------------00000000--------00000000 147----------------  50  84  4410132---- 124---- 118 115 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2031 273  17 272  17 274  29------------00000000--------00000000 146----------------  51  85  4610132---- 124---- 118 115 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2032 273  18 272  18 272  21------------00000000--------00000000 146----------------  50  83  4310132---- 124---- 118 115 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2033 272  18 272  18 272  26------------00000000--------00000000 146----------------  50  83  4310132---- 124---- 118 115 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2034 274  18 273  18 276  22------------00000000--------00000000 146----------------  50  83  4310132---- 124---- 118 115 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2035 272  17 273  18 268  25------------00000000--------00000000 146----------------  51  85  4610132---- 124---- 118 115 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2036 274  17 273  17 280  20------------00000000--------00000000 146----------------  51  85  4610132---- 124---- 117 115 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2037 278  14 274  17 276  17------------00000000--------00000000 146----------------  51  85  4610132---- 124---- 117 115 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2038 276  13 274  16 275  15------------00000000--------00000000 145----------------  51  84  4510132---- 123---- 117 115 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2039 276  15 274  17 276  24------------00000000--------00000000 145----------------  51  84  4510132---- 123---- 117 115 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2040 276  16 274  17 275  22------------00000000--------00000000 145----------------  51  84  4510132---- 124---- 117 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2041 276  16 275  16 278  23------------00000000--------00000000 145----------------  51  84  4510132---- 123---- 117 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2042 277  17 275  16 275  23------------00000000--------00000000 145----------------  51  84  4510133---- 123---- 117 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2043 279  17 276  16 282  22------------00000000--------00000000 145----------------  51  84  4510133---- 123---- 117 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2044 278  17 276  16 274  20------------00000000--------00000000 145----------------  51  84  4510133---- 123---- 117 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2045 276  13 277  15 279  15------------00000000--------00000000 144----------------  51  84  4410133---- 123---- 117 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2046 279  13 277  15 278  21------------00000000--------00000000 144----------------  52  85  4710133---- 123---- 117 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2047 276  16 277  15 274  21------------00000000--------00000000 144----------------  52  85  4710133---- 123---- 117 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2048 275  18 277  16 275  25------------00000000--------00000000 144----------------  52  85  4710133---- 123---- 117 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2049 276  17 277  16 278  19------------00000000--------00000000 144----------------  52  85  4710133---- 123---- 117 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2050 277  15 277  16 276  22------------00000000--------00000000 144----------------  52  85  4710133---- 123---- 117 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2051 275  17 276  16 274  26------------00000000--------00000000 144----------------  52  85  4710133---- 123---- 117 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2052 274  19 276  16 275  23------------00000000--------00000000 144----------------  52  85  4710134---- 123---- 117 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2053 275  18 276  16 275  24------------00000000--------00000000 144----------------  52  85  4710134---- 123---- 117 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2054 275  17 276  16 275  23------------00000000--------00000000 143----------------  52  85  4610134---- 123---- 117 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2055 275  18 275  17 275  24------------00000000--------00000000 143----------------  52  85  4610134---- 123---- 117 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2056 275  20 275  18 276  27------------00000000--------00000000 143----------------  52  85  4610134---- 123---- 116 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2057 276  23 276  18 277  32------------00000000--------00000000 143----------------  52  85  4610134---- 123---- 116 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2058 276  23 276  19 276  31------------00000000--------00000000 143----------------  52  85  4610134---- 123---- 116 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2059 276  22 276  20 277  28------------00000000--------00000000 143----------------  52  85  4610134---- 123---- 116 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2100 279  21 276  20 280  27------------00000000--------00000000 143----------------  52  85  4610134---- 123---- 116 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2101 279  21 276  20 279  29------------00000000--------00000000 143----------------  52  85  4610134---- 123---- 116 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2102 280  20 277  20 282  23------------00000000--------00000000 143----------------  52  85  4610134---- 123---- 116 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2103 284  16 278  20 285  19------------00000000--------00000000 143----------------  52  85  4610134---- 123---- 116 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2104 283  15 279  20 281  23------------00000000--------00000000 143----------------  52  85  4610134---- 123---- 116 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2105 279  13 279  19 277  17------------00000000--------00000000 143----------------  52  85  4610134---- 123---- 116 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2106 282  10 280  18 286  16------------00000000--------00000000 143----------------  52  85  4610134---- 123---- 116 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2107 283  11 280  17 281  20------------00000000--------00000000 143----------------  52  85  4610134---- 123---- 116 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2108 280  14 281  16 280  19------------00000000--------00000000 143----------------  53  86  4910133---- 123---- 116 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2109 276  16 280  16 273  25------------00000000--------00000000 143----------------  53  86  4910133---- 123---- 116 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2110 275  14 280  15 277  17------------00000000--------00000000 142----------------  53  86  4810133---- 122---- 116 114 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2111 276  12 280  14 276  20------------00000000--------00000000 142----------------  53  86  4810133---- 122---- 116 113 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2112 275  15 279  14 274  24------------00000000--------00000000 142----------------  53  86  4810133---- 122---- 116 113 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2113 274  15 278  14 273  19------------00000000--------00000000 142----------------  52  84  4510134---- 122---- 116 113 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2114 275  16 277  14 277  25------------00000000--------00000000 142----------------  53  86  4810134---- 122---- 116 113 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2115 279  17 278  14 280  24------------00000000--------00000000 142----------------  53  86  4810134---- 122---- 116 113 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2116 280  16 277  15 279  24------------00000000--------00000000 142----------------  52  84  4510134---- 123---- 116 113 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2117 276  18 276  16 274  23------------00000000--------00000000 142----------------  52  84  4510134---- 122---- 116 113 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2118 275  19 276  16 276  31------------00000000--------00000000 142----------------  52  84  4510134---- 123---- 116 113 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2119 277  19 276  16 278  26------------00000000--------00000000 142----------------  52  84  4510134---- 122---- 116 113 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2120 276  20 276  17 273  25------------00000000--------00000000 142----------------  53  86  4810134---- 122---- 115 113 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2121 277  19 276  18 280  29------------00000000--------00000000 142----------------  53  86  4810134---- 122---- 115 113 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2122 278  17 277  17 277  27------------00000000--------00000000 142----------------  52  84  4510134---- 122---- 115 113 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2123 276  17 277  18 276  26------------00000000--------00000000 142----------------  53  86  4810134---- 122---- 115 113 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2124 275  18 277  18 275  25------------00000000--------00000000 142----------------  52  84  4510134---- 122---- 115 113 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2125 272  17 276  18 270  23------------00000000--------00000000 142----------------  53  86  4810134---- 122---- 115 113 110 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2126 273  15 276  18 276  20------------00000000--------00000000 142----------------  53  86  4810134---- 122---- 115 113 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2127 276  13 276  17 277  19------------00000000--------00000000 142----------------  53  86  4810134---- 122---- 115 113 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2128 277  16 276  17 278  24------------00000000--------00000000 142----------------  53  86  4810134---- 122---- 115 113 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2129 277  17 276  17 276  20------------00000000--------00000000 142----------------  53  86  4810134---- 122---- 115 113 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2130 276  15 276  16 275  20------------00000000--------00000000 142----------------  53  86  4810134---- 122---- 115 113 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2131 271  15 275  16 267  20------------00000000--------00000000 142----------------  53  86  4810134---- 122---- 115 113 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2132 270  16 274  16 272  21------------00000000--------00000000 142----------------  53  86  4810135---- 121---- 115 113 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2133 272  17 274  16 271  20------------00000000--------00000000 142----------------  53  86  4810135---- 122---- 115 113 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2134 268  16 273  16 265  21------------00000000--------00000000 142----------------  53  86  4810135---- 121---- 115 113 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2135 267  17 273  16 268  21------------00000000--------00000000 142----------------  53  86  4810135---- 122---- 115 113 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2136 266  17 271  16 264  22------------00000000--------00000000 141----------------  53  85  4710135---- 121---- 115 113 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2137 267  17 271  17 270  23------------00000000--------00000000 141----------------  53  85  4710135---- 121---- 115 113 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2138 267  15 269  16 265  20------------00000000--------00000000 141----------------  53  85  4710135---- 121---- 115 113 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2139 268  15 269  16 271  22------------00000000--------00000000 141----------------  54  87  4910136---- 121---- 115 113 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2140 272  16 269  16 272  20------------00000000--------00000000 141----------------  54  87  4910136---- 121---- 115 113 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2141 273  15 269  16 273  19------------00000000--------00000000 141----------------  54  87  4910136---- 121---- 115 113 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2142 268  15 268  16 263  18------------00000000--------00000000 141----------------  54  87  4910136---- 120---- 115 112 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2143 264  14 268  16 265  18------------00000000--------00000000 141----------------  54  87  4910137---- 120---- 115 112 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2144 264  14 267  16 264  17------------00000000--------00000000 141----------------  54  87  4910137---- 120---- 115 112 109 104-------------------------------------------------------------------------------000000NNN00NN001NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2145 262  14 267  15 261  16------------00000000--------00000000 140----------------  54  86  4810137---- 120---- 115 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2146 261  12 267  15 262  13------------00000000--------00000000 140----------------  55  88  5110137---- 120---- 115 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2147 266  14 267  14 270  23------------00000000--------00000000 140----------------  55  88  5110137---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2148 271  16 267  15 272  21------------00000000--------00000000 140----------------  55  88  5110137---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2149 271  15 267  15 269  22------------00000000--------00000000 140----------------  55  88  5110137---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2150 271  16 267  15 274  21------------00000000--------00000000 140----------------  55  88  5110137---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2151 272  16 267  15 270  20------------00000000--------00000000 140----------------  55  88  5110137---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2152 271  17 268  15 272  22------------00000000--------00000000 139----------------  55  87  5010138---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2153 271  17 269  15 271  21------------00000000--------00000000 139----------------  55  87  5010138---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2154 272  16 270  15 274  20------------00000000--------00000000 139----------------  55  87  5010138---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2155 271  17 270  16 269  21------------00000000--------00000000 139----------------  56  89  5310138---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2156 270  19 271  17 272  29------------00000000--------00000000 139----------------  55  87  5010138---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2157 271  20 271  17 270  27------------00000000--------00000000 139----------------  56  89  5310138---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2158 270  19 271  17 271  24------------00000000--------00000000 139----------------  56  89  5310138---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2159 269  18 271  17 268  22------------00000000--------00000000 139----------------  56  89  5310138---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2200 268  17 271  18 269  22------------00000000--------00000000 139----------------  56  89  5310138---- 119---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2201 268  16 270  18 268  18------------00000000--------00000000 139----------------  56  89  5310138---- 119---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2202 267  17 270  18 266  21------------00000000--------00000000 139----------------  56  89  5310138---- 119---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2203 268  17 270  18 270  22------------00000000--------00000000 139----------------  56  89  5310138---- 119---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2204 269  18 269  18 269  23------------00000000--------00000000 139----------------  56  89  5310138---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2205 269  18 269  18 269  21------------00000000--------00000000 139----------------  56  89  5310138---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2206 273  16 270  17 277  20------------00000000--------00000000 139----------------  56  89  5310138---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2207 273  15 270  17 269  21------------00000000--------00000000 139----------------  56  89  5310138---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2208 268  16 269  17 267  24------------00000000--------00000000 139----------------  57  90  5510138---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2209 268  20 269  17 270  29------------00000000--------00000000 139----------------  57  90  5510138---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2210 272  21 270  18 274  27------------00000000--------00000000 139----------------  56  89  5310139---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2211 272  19 270  18 271  23------------00000000--------00000000 139----------------  56  89  5310139---- 119---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2212 273  22 271  18 275  37------------00000000--------00000000 139----------------  56  89  5310139---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2213 274  26 271  19 272  33------------00000000--------00000000 139----------------  56  89  5310139---- 120---- 114 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2214 274  25 272  20 275  35------------00000000--------00000000 139----------------  56  89  5310139---- 120---- 113 112 109 104-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
